0x4200,0x0000,0x0000,0x0084,15
0x4200,0x0000,0x0200,0x0086,16
0x4200,0x0000,0x0200,0x0082,16
0xC200,0x0000,0x0000,0x0184,16
0x4200,0x0000,0x0000,0x008C,16
0x4200,0x0000,0x0000,0x0184,16
0xC200,0x0000,0x0000,0x0084,16
0xC200,0x0000,0x0000,0x0284,17
0x4200,0x0000,0x0200,0x0182,17
0x4600,0x0000,0x0000,0x008C,17
0x4201,0x0000,0x0000,0x0284,17
0x4200,0x0000,0x0000,0x0384,17
0x4200,0x0000,0x0000,0x018C,17
0x4200,0x0000,0x0600,0x0086,17
0x4600,0x0000,0x0000,0x0084,17
0xC200,0x0000,0x0000,0x0384,17
0x4200,0x0000,0x0200,0x0186,17
0x4200,0x0000,0x0200,0x008A,17
0x4200,0x0000,0x0000,0x009C,17
0x4200,0x0000,0x0200,0x008E,17
0xC200,0x0000,0x0000,0x018C,17
0xC200,0x0000,0x0000,0x008C,17
0x4200,0x0000,0x0600,0x0082,17
0xC600,0x0000,0x0000,0x008C,18
0x4201,0x0000,0x0000,0x028C,18
0xC200,0x0000,0x0200,0x0186,18
0x4201,0x0000,0x0000,0x0684,18
0xC200,0x0000,0x0200,0x0086,18
0x4201,0x0000,0x0000,0x0384,18
0x4600,0x0000,0x0000,0x0184,18
0x4200,0x0000,0x0E00,0x0086,18
0x4200,0x0000,0x0000,0x00BC,18
0xC200,0x0000,0x0200,0x0182,18
0x4200,0x0000,0x0200,0x0386,18
0x4200,0x0000,0x0200,0x009A,18
0x4600,0x0000,0x0000,0x018C,18
0xC600,0x0000,0x0000,0x0084,18
0x4600,0x0000,0x0000,0x009C,18
0xC200,0x0000,0x0000,0x0684,18
0xC600,0x0000,0x0000,0x0184,18
0xC201,0x0000,0x0000,0x0184,18
0x4200,0x0000,0x0000,0x038C,18
0x4200,0x0000,0x0E00,0x0082,18
0x4201,0x0000,0x0000,0x0184,18
0xC201,0x0000,0x0000,0x0284,18
0xC201,0x0000,0x0000,0x0384,18
0x4200,0x0000,0x0600,0x008E,18
0xC200,0x0000,0x0000,0x038C,18
0x4600,0x0000,0x0200,0x008E,18
0xC200,0x0000,0x0200,0x0082,18
0xC201,0x0000,0x0000,0x0084,18
0x4600,0x0000,0x0000,0x0094,18
0x4200,0x0000,0x0000,0x0784,18
0xC600,0x0000,0x0000,0x018C,18
0x4200,0x0000,0x0600,0x0186,18
0xC200,0x0000,0x0000,0x0784,18
0x4600,0x0000,0x0200,0x0086,18
0x4200,0x0000,0x0600,0x008A,18
0x4600,0x0000,0x0200,0x0082,18
0x4200,0x0000,0x0600,0x0182,18
0x4200,0x0000,0x0200,0x009E,18
0x4200,0x0000,0x0200,0x0382,18
0x4200,0x0000,0x0000,0x019C,18
0x4200,0x0000,0x0200,0x018E,18
0x4200,0x0000,0x0200,0x018A,18
0x4600,0x0000,0x0200,0x008A,18
0xC200,0x0000,0x0000,0x028C,18
0xC200,0x0000,0x0000,0x019C,18
0xC200,0x0000,0x0000,0x009C,18
0x4203,0x0000,0x0000,0x0684,19
0x4203,0x0000,0x0000,0x0284,19
0x4200,0x0000,0x0200,0x00BE,19
0x4200,0x0000,0x0000,0x0F84,19
0x4601,0x0000,0x0000,0x028C,19
0x4200,0x0000,0x0200,0x038E,19
0x4E00,0x0000,0x0000,0x0084,19
0x4601,0x0000,0x0000,0x0284,19
0x4200,0x0000,0x0000,0x01BC,19
0x4200,0x0000,0x0200,0x019E,19
0x4200,0x0000,0x0200,0x0786,19
0x4600,0x0000,0x0000,0x00B4,19
0x4201,0x0000,0x0000,0x0E84,19
0xC201,0x0000,0x0000,0x0484,19
0xC200,0x0000,0x0000,0x01BC,19
0xC200,0x0000,0x0000,0x00BC,19
0x4200,0x0000,0x0E00,0x008E,19
0x4E00,0x0000,0x0000,0x0094,19
0x4200,0x0000,0x0600,0x018E,19
0x4600,0x0000,0x0200,0x0096,19
0xC600,0x0000,0x0000,0x0284,19
0x4600,0x0000,0x0200,0x0186,19
0x4200,0x0000,0x0600,0x0386,19
0x4200,0x0000,0x0200,0x00BA,19
0x4201,0x0000,0x0000,0x029C,19
0x4600,0x0000,0x0200,0x009E,19
0x4600,0x0000,0x0200,0x0182,19
0x4200,0x0000,0x0600,0x009E,19
0x4E00,0x0000,0x0000,0x009C,19
0x4E00,0x0000,0x0000,0x008C,19
0x4200,0x0000,0x0200,0x019A,19
0x4600,0x0000,0x0000,0x00BC,19
0x4600,0x0000,0x0000,0x019C,19
0x4600,0x0000,0x0200,0x018E,19
0x4200,0x0000,0x0E00,0x0186,19
0x4600,0x0000,0x0600,0x0086,19
0x4200,0x0000,0x1E00,0x0086,19
0x4200,0x0000,0x1E00,0x0082,19
0x4200,0x0000,0x0600,0x0382,19
0x4200,0x0000,0x0600,0x009A,19
0x4201,0x0000,0x0000,0x068C,19
0x4200,0x0000,0x0200,0x0782,19
0xC600,0x0000,0x0000,0x009C,19
0x4200,0x0000,0x0E00,0x0182,19
0x4600,0x0000,0x0000,0x0194,19
0x4201,0x0000,0x0000,0x038C,19
0x4200,0x0000,0x0000,0x078C,19
0x4200,0x0000,0x0000,0x00FC,19
0x4201,0x0000,0x0000,0x0784,19
0x4200,0x0000,0x0E00,0x008A,19
0xC201,0x0000,0x0000,0x018C,19
0xC200,0x0000,0x0000,0x078C,19
0x4600,0x0000,0x0200,0x0092,19
0x4201,0x0000,0x0000,0x018C,19
0x4200,0x0000,0x0000,0x007C,19
0x4600,0x0000,0x0000,0x0384,19
0x4600,0x0000,0x0600,0x008A,19
0xC600,0x0000,0x0000,0x0194,19
0x4600,0x0000,0x0000,0x038C,19
0xC600,0x0000,0x0000,0x028C,19
0xC200,0x0000,0x0000,0x0F84,19
0xC600,0x0000,0x0000,0x019C,19
0xC200,0x0000,0x0200,0x008E,19
0xC600,0x0000,0x0000,0x038C,19
0xC200,0x0000,0x0000,0x0E84,19
0xC200,0x0000,0x0200,0x0282,19
0x4200,0x0000,0x0600,0x018A,19
0x4201,0x0000,0x0000,0x0584,19
0x4200,0x0000,0x0200,0x038A,19
0xC600,0x0000,0x0000,0x0094,19
0xC200,0x0000,0x0600,0x0082,19
0xC200,0x0000,0x0600,0x0086,19
0xC600,0x0000,0x0000,0x0384,19
0x4600,0x0000,0x0200,0x018A,19
0xC201,0x0000,0x0000,0x0684,19
0xC201,0x0000,0x0000,0x0784,19
0x4600,0x0000,0x0600,0x008E,19
0x4600,0x0000,0x0600,0x0082,19
0xC200,0x0000,0x0000,0x068C,19
0xC200,0x0000,0x0000,0x039C,19
0xC201,0x0000,0x0000,0x008C,19
0xC201,0x0000,0x0000,0x0584,19
0xC200,0x0000,0x0600,0x0186,19
0xC201,0x0000,0x0000,0x028C,19
0xC201,0x0000,0x0000,0x038C,19
0x4600,0x0000,0x0200,0x009A,19
0xC200,0x0000,0x0600,0x0182,19
0xC200,0x0000,0x0000,0x029C,19
0xC200,0x0000,0x0200,0x008A,19
0xC200,0x0000,0x0200,0x0286,19
0xC200,0x0000,0x0200,0x0386,19
0xC200,0x0000,0x0200,0x0382,19
0xC200,0x0000,0x0200,0x018A,19
0xC200,0x0000,0x0200,0x018E,19
0x4200,0x0000,0x0000,0x039C,19
0x4200,0x0000,0x1E00,0x008A,20
0x4200,0x0000,0x0E00,0x009E,20
0x4601,0x0000,0x0000,0x029C,20
0x4200,0x0000,0x0010,0x1084,20
0x4601,0x0000,0x0000,0x0684,20
0x4203,0x0000,0x0000,0x0784,20
0xC200,0x0000,0x0000,0x069C,20
0x4200,0x0000,0x0600,0x019E,20
0xC600,0x0000,0x0000,0x068C,20
0x4203,0x0000,0x0000,0x028C,20
0x4200,0x0000,0x1E00,0x0186,20
0x4201,0x0000,0x0000,0x069C,20
0x4600,0x0000,0x0000,0x0784,20
0x4200,0x0000,0x1E00,0x0182,20
0x4200,0x0000,0x3E00,0x0086,20
0xC200,0x0000,0x0E00,0x0186,20
0x4600,0x0000,0x0E00,0x0086,20
0x4200,0x0000,0x0000,0x079C,20
0xC200,0x0000,0x0000,0x00FC,20
0x4201,0x0000,0x0000,0x1E84,20
0x4200,0x0000,0x0000,0x1F84,20
0x4E00,0x0000,0x0000,0x00AC,20
0xC200,0x0000,0x0600,0x0382,20
0x4203,0x0000,0x0000,0x068C,20
0x4200,0x0000,0x0200,0x078E,20
0x4200,0x0000,0x0200,0x039E,20
0x4600,0x0000,0x0600,0x0186,20
0x4201,0x0000,0x0000,0x0E8C,20
0x4200,0x0000,0x3E00,0x0082,20
0x4200,0x0000,0x1E00,0x008E,20
0x4203,0x0000,0x0000,0x0E84,20
0xC200,0x0000,0x0000,0x1F84,20
0xC201,0x0000,0x0200,0x0186,20
0xC600,0x0000,0x0000,0x0784,20
0x4200,0x0000,0x0000,0x0F8C,20
0x4203,0x0000,0x0000,0x0584,20
0x4200,0x0000,0x0200,0x078A,20
0xC601,0x0000,0x0000,0x0084,20
0x4601,0x0000,0x0000,0x0294,20
0x4600,0x0000,0x0200,0x019E,20
0xC203,0x0000,0x0000,0x0684,20
0x4200,0x0000,0x0600,0x0786,20
0x4200,0x0000,0x0200,0x0F86,20
0x4200,0x0000,0x0600,0x00BA,20
0xC200,0x0000,0x0600,0x0282,20
0xC200,0x0000,0x0E00,0x0082,20
0x4200,0x0000,0x0000,0x03BC,20
0x4601,0x0000,0x0000,0x068C,20
0x4203,0x0000,0x0000,0x0A84,20
0xC200,0x0000,0x0600,0x008E,20
0x4600,0x0000,0x0200,0x0196,20
0x4600,0x0000,0x0E00,0x0082,20
0xC201,0x0000,0x0000,0x068C,20
0xC200,0x0000,0x0200,0x0686,20
0x4200,0x0000,0x0E00,0x0382,20
0xC201,0x0000,0x0200,0x0086,20
0x4E00,0x0000,0x0200,0x0086,20
0x4200,0x0000,0x0200,0x00FE,20
0x4600,0x0000,0x0200,0x038E,20
0x4200,0x0000,0x0600,0x00BE,20
0xC200,0x0000,0x0000,0x0F8C,20
0xC600,0x0000,0x0200,0x0086,20
0x4600,0x0000,0x0000,0x00FC,20
0x4600,0x0000,0x0000,0x0074,20
0xC200,0x0000,0x0000,0x03BC,20
0x4600,0x0000,0x0200,0x0386,20
0x4E00,0x0000,0x0000,0x0184,20
0x4600,0x0000,0x0600,0x009E,20
0x4600,0x0000,0x0600,0x009A,20
0x4E00,0x0000,0x0200,0x0082,20
0xC200,0x0000,0x0000,0x1E84,20
0x4600,0x0000,0x0E00,0x008E,20
0x4600,0x0000,0x0200,0x0192,20
0x4E00,0x0000,0x0200,0x0096,20
0xC200,0x0000,0x0200,0x0786,20
0x4200,0x0000,0x0E00,0x0386,20
0x4600,0x0000,0x0000,0x078C,20
0x4200,0x0000,0x0000,0x01FC,20
