0x0000,0x0000,0x0000,0x8401,12
0x0000,0x0000,0x0000,0x8401,15
0x1000,0x0010,0x0008,0x8C01,16
0x0004,0x0400,0x0200,0x8403,16
0x000C,0x0400,0x0200,0x8403,17
0x3000,0x0010,0x0008,0x8C01,17
0x0000,0x0000,0x0000,0x8401,18
0x1000,0x0030,0x0008,0x8C01,18
0x1000,0x0010,0x0008,0x9C01,18
0x000C,0x0C00,0x0200,0x8403,18
0x3000,0x0030,0x0008,0x8C01,18
0x0004,0x0C00,0x0200,0x8403,18
0x0004,0x0400,0x0200,0x8407,18
0x001C,0x0400,0x0200,0x8403,18
0x0004,0x0400,0x0600,0x8403,18
0x7000,0x0010,0x0008,0x8C01,18
0xF000,0x0010,0x0008,0x8C01,18
0x1000,0x0010,0x0018,0x8C01,18
0x5000,0x0030,0x0008,0x8C01,19
0x1000,0x0010,0x0008,0x8C01,19
0x0004,0x0400,0x0200,0x8403,19
0x1000,0x0030,0x0018,0x8C01,19
0xD000,0x0030,0x0008,0x8C01,19
0x1000,0x0010,0x0018,0x9C01,19
0x003C,0x0400,0x0200,0x8403,19
0x000C,0x0400,0x0600,0x8403,19
0x0004,0x0C00,0x0600,0x8403,19
0x001C,0x0C00,0x0200,0x8403,19
0x0004,0x0400,0x0600,0x8407,19
0x3000,0x0010,0x0008,0x9C01,19
0x0014,0x0C00,0x0200,0x8403,19
0x000C,0x0400,0x0200,0x8407,19
0x000C,0x0C00,0x0600,0x8403,19
0x3000,0x0030,0x0018,0x8C01,19
0x3000,0x0010,0x0018,0x8C01,19
0xF000,0x0030,0x0008,0x8C01,19
0x7000,0x0030,0x0008,0x8C01,19
0x1000,0x0010,0x0008,0xBC01,20
0x000C,0x0C00,0x0200,0x8407,20
0x000C,0x0400,0x0200,0x8403,20
0x0034,0x0C00,0x0200,0x8403,20
0x007C,0x0400,0x0200,0x8403,20
0x1004,0x0410,0x0208,0x8C03,20
0x3000,0x0010,0x0008,0x8C01,20
0x001C,0x0C00,0x0600,0x8403,20
0x0004,0x0C00,0x0600,0x8407,20
0x0004,0x0400,0x0200,0x840F,20
0x000C,0x0C00,0x0600,0x8407,20
0x000C,0x0400,0x0600,0x8407,20
0x1000,0x0030,0x0008,0x9C01,20
0x3000,0x0010,0x0018,0x9C01,20
0x0004,0x0C00,0x0200,0x8407,20
0x0004,0x0400,0x0E00,0x8403,20
0x1000,0x0070,0x0008,0x8C01,20
0x7000,0x0010,0x0018,0x8C01,20
